elvish,english
lelya-¹,TRAVEL
lelya-¹,Travel
lenna-,to come
lenna-,TO COME
lenna-,To come
lelya-²,to appear (of beautiful things); to attract
lelya-²,TO APPEAR (OF BEAUTIFUL THINGS); TO ATTRACT
lelya-²,To appear (of beautiful things); to attract
lelya-²,enchant (with dative)
lelya-²,ENCHANT (WITH DATIVE)
lelya-²,Enchant (with dative)
lelya-⁴,to will with conscious purpose
lelya-⁴,TO WILL WITH CONSCIOUS PURPOSE
lelya-⁴,To will with conscious purpose
lelya-⁴,immediate
lelya-⁴,IMMEDIATE
lelya-⁴,Immediate
lelya-⁴,remote
lelya-⁴,REMOTE
lelya-⁴,Remote
lenda,journey
lenda,JOURNEY
lenda,Journey
lenda-,to go free
lenda-,TO GO FREE
lenda-,To go free
lenga-,to behave
lenga-,TO BEHAVE
lenga-,To behave
lengë,gesture
lengë,GESTURE
lengë,Gesture
lengë,characteristic look
lengë,CHARACTERISTIC LOOK
lengë,Characteristic look
lengë,gesture
lengë,GESTURE
lengë,Gesture
lengë,trait
lengë,TRAIT
lengë,Trait
lengwë,yearning
lengwë,YEARNING
lengwë,Yearning
lengwë,desire for what is lost
lengwë,DESIRE FOR WHAT IS LOST
lengwë,Desire for what is lost
lengwë,absent
lengwë,ABSENT
lengwë,Absent
lenta,free
lenta,FREE
lenta,Free
lenwë,leaving
lenwë,LEAVING
lenwë,Leaving
lenwë,departure
lenwë,DEPARTURE
lenwë,Departure
lenweta-,to go away
lenweta-,TO GO AWAY
lenweta-,To go away
lenweta-,migrate
lenweta-,MIGRATE
lenweta-,Migrate
lenweta-,leave one’s abode
lenweta-,LEAVE ONE’S ABODE
lenweta-,Leave one’s abode
lepecan,fourth finger
lepecan,FOURTH FINGER
lepecan,Fourth finger
cantil,fourth finger
cantil,FOURTH FINGER
cantil,Fourth finger
lepente,fourth finger
lepente,FOURTH FINGER
lepente,Fourth finger
lependë,middle finger
lependë,MIDDLE FINGER
lependë,Middle finger
enestil,*middle finger
enestil,*MIDDLE FINGER
eneldë,*middle finger
eneldë,*MIDDLE FINGER
enellë,*middle finger
enellë,*MIDDLE FINGER
lepenel,middle finger
lepenel,MIDDLE FINGER
lepenel,Middle finger
leper,finger
leper,FINGER
leper,Finger
lepsë,*finger
lepsë,*FINGER
lepetas,index finger
lepetas,INDEX FINGER
lepetas,Index finger
leptas,*index finger
leptas,*INDEX FINGER
tastil,*index finger
tastil,*INDEX FINGER
lepetta,Gondorian hardwood
lepetta,gondorian hardwood
lepetta,GONDORIAN HARDWOOD
lepincë,little finger
lepincë,LITTLE FINGER
lepincë,Little finger
lepinca,little finger
lepinca,LITTLE FINGER
lepinca,Little finger
nihtil,little [finger]
nihtil,LITTLE [FINGER]
nihtil,Little [finger]
leuta,finger
leuta,FINGER
leuta,Finger
lepta-,to pick (up/out); to finger
lepta-,TO PICK (UP/OUT); TO FINGER
lepta-,To pick (up/out); to finger
lepta-,feel with the fingertips
lepta-,FEEL WITH THE FINGERTIPS
lepta-,Feel with the fingertips
leptafinya,clever-fingered
leptafinya,CLEVER-FINGERED
leptafinya,Clever-fingered
leptenta-,*to point to
leptenta-,*TO POINT TO
leptenta-,indicate with finger
leptenta-,INDICATE WITH FINGER
leptenta-,Indicate with finger
léra,free (of persons)
léra,FREE (OF PERSONS)
léra,Free (of persons)
lerina,free (of things)
lerina,FREE (OF THINGS)
lerina,Free (of things)
lerta-,to be free to do
lerta-,TO BE FREE TO DO
lerta-,To be free to do
lerya-,to release
lerya-,TO RELEASE
lerya-,To release
lerya-,set free
lerya-,SET FREE
lerya-,Set free
lerya-,let go
lerya-,LET GO
lerya-,Let go
lesta,*girdle
lesta,*GIRDLE
leuca,snake
leuca,SNAKE
leuca,Snake
líco,wax
líco,WAX
líco,Wax
lícuma,taper
lícuma,TAPER
lícuma,Taper
lícuma,candle
lícuma,CANDLE
lícuma,Candle
lië,people
lië,PEOPLE
lië,People
lië,folk
lië,FOLK
lië,Folk
lillassëa,having many leaves
lillassëa,HAVING MANY LEAVES
lillassëa,Having many leaves
lilómëa,many-shadowed
lilómëa,MANY-SHADOWED
lilómëa,Many-shadowed
lilómëa,very dark
lilómëa,VERY DARK
lilómëa,Very dark
lilómëa,full of darkness
lilómëa,FULL OF DARKNESS
lilómëa,Full of darkness
lilótëa,having many flowers
lilótëa,HAVING MANY FLOWERS
lilótëa,Having many flowers
lilta-,to dance
lilta-,TO DANCE
lilta-,To dance
limbë,quick
limbë,QUICK
limbë,Quick
limbë,swift
limbë,SWIFT
limbë,Swift
limë,link
limë,LINK
limë,Link
limpa,frail
limpa,FRAIL
limpa,Frail
limpa,slender and drooping
limpa,SLENDER AND DROOPING
limpa,Slender and drooping
linda,beautiful (of sound)
linda,BEAUTIFUL (OF SOUND)
linda,Beautiful (of sound)
linda,sweet
linda,SWEET
linda,Sweet
linda,melodious; soft
linda,MELODIOUS; SOFT
linda,Melodious; soft
linda,gentle
linda,GENTLE
linda,Gentle
linda,light
linda,LIGHT
linda,Light
linda-,*to sing
linda-,*TO SING
linda-,make music
linda-,MAKE MUSIC
linda-,Make music
lindalë,music
lindalë,MUSIC
lindalë,Music
lindë,singing
lindë,SINGING
lindë,Singing
lindë,song
lindë,SONG
lindë,Song
lindë,musical sound
lindë,MUSICAL SOUND
lindë,Musical sound
lindimaitar,composer
lindimaitar,COMPOSER
lindimaitar,Composer
lindimaitar,musician
lindimaitar,MUSICIAN
lindimaitar,Musician
linga-,*to hang
linga-,*TO HANG
linga-,dangle
linga-,DANGLE
linga-,Dangle
lingë,musical sound
lingë,MUSICAL SOUND
lingë,Musical sound
lingëa,with a musical sound
lingëa,WITH A MUSICAL SOUND
lingëa,With a musical sound
lingwë,fish
lingwë,FISH
lingwë,Fish
linquë¹,(leaf of a) hyacinth
linquë¹,(LEAF OF A) HYACINTH
linta,swift
linta,SWIFT
linta,Swift
lir-,to sing
lir-,TO SING
lir-,To sing
liralë,merry singing
liralë,MERRY SINGING
liralë,Merry singing
lírë,song
lírë,SONG
lírë,Song
liru-,to sing
liru-,TO SING
liru-,To sing
lirulin,lark
lirulin,LARK
lirulin,Lark
aimenal,lark
aimenal,LARK
aimenal,Lark
lís,honey
lís,HONEY
lís,Honey
lissë¹,sweet
lissë¹,SWEET
lissë¹,Sweet
lissë²,grace
lissë²,GRACE
lissë²,Grace
liyúmë,host
liyúmë,HOST
liyúmë,Host
löa,(seasonal) year
löa,(SEASONAL) YEAR
löa,(lit.) (time of) growth
löa,(LIT.) (TIME OF) GROWTH
löa,blooming
löa,BLOOMING
löa,Blooming
lócë¹,bight
lócë¹,BIGHT
lócë¹,Bight
lócë¹,bend
lócë¹,BEND
lócë¹,Bend
lócë¹,curl of hair
lócë¹,CURL OF HAIR
lócë¹,Curl of hair
locin,bent
locin,BENT
locin,Bent
loëndë,mid-year (Númenórean calendar)
loëndë,mid-year (númenórean calendar)
loëndë,MID-YEAR (NÚMENÓREAN CALENDAR)
loëndë,Mid-year (númenórean calendar)
loëndë,*(lit.) year-middle
loëndë,*(LIT.) YEAR-MIDDLE
loica,failing
loica,FAILING
loica,Failing
loica,short
loica,SHORT
loica,Short
loica,inadequate
loica,INADEQUATE
loica,Inadequate
loicarë,mistaken action
loicarë,MISTAKEN ACTION
loicarë,Mistaken action
loico,corpse
loico,CORPSE
loico,Corpse
loico,dead body
loico,DEAD BODY
loico,Dead body
loicolícuma,corpse-candle
loicolícuma,CORPSE-CANDLE
loicolícuma,Corpse-candle
loima,mistake
loima,MISTAKE
loima,Mistake
loiparë,mistake in writing
loiparë,MISTAKE IN WRITING
loiparë,Mistake in writing
loiquetë,mistake in speech
loiquetë,MISTAKE IN SPEECH
loiquetë,Mistake in speech
loita-,to miss
loita-,TO MISS
loita-,To miss
loita-,fail
loita-,FAIL
loita-,Fail
loita-,fall short of (transitive)
loita-,FALL SHORT OF (TRANSITIVE)
loita-,Fall short of (transitive)
lomba,blind
lomba,BLIND
lomba,Blind
lómë,night
lómë,NIGHT
lómë,Night
lómë,dimness
lómë,DIMNESS
lómë,Dimness
lómë,twilight
lómë,TWILIGHT
lómë,Twilight
lómë,dusk
lómë,DUSK
lómë,Dusk
lómë,darkness
lómë,DARKNESS
lómë,Darkness
lómëa,shadowed
lómëa,SHADOWED
lómëa,Shadowed
lómëa,gloomy
lómëa,GLOOMY
lómëa,Gloomy
lómelindë,nightingale
lómelindë,NIGHTINGALE
lómelindë,Nightingale
lómelindë,(lit.) dusk-singer
lómelindë,(LIT.) DUSK-SINGER
lomentie,?away-journey
lomentie,?AWAY-JOURNEY
lomentie,departure
lomentie,DEPARTURE
lomentie,Departure
lóna,(deep) pool
lóna,(DEEP) POOL
lóna,mere
lóna,MERE
lóna,Mere
lóna,river-feeding well
lóna,RIVER-FEEDING WELL
lóna,River-feeding well
lón(ë),deep pool
lón(ë),DEEP POOL
lón(ë),Deep pool
lón(ë),river-feeding well
lón(ë),RIVER-FEEDING WELL
lón(ë),River-feeding well
lú(n),*deep pool
lú(n),*DEEP POOL
londë,(land-locked) haven
londë,(LAND-LOCKED) HAVEN
londië,harbourage
londië,HARBOURAGE
londië,Harbourage
lónë,*isle
lónë,*ISLE
lopoldë,rabbit
lopoldë,RABBIT
lopoldë,Rabbit
lórë,dream
lórë,DREAM
lórë,Dream
lossë²,inflorescence (of white flowers)
lossë²,INFLORESCENCE (OF WHITE FLOWERS)
lossë²,Inflorescence (of white flowers)
lossëa,snowy
lossëa,SNOWY
lossëa,Snowy
lossëa,(snow) white
lossëa,(SNOW) WHITE
losta-,to bloom
losta-,TO BLOOM
losta-,To bloom
lótë,flower
lótë,FLOWER
lótë,Flower
lótë,single blossom
lótë,SINGLE BLOSSOM
lótë,Single blossom
Lótessë,May
Lótessë,may
Lótessë,MAY
Lótessë,*(lit.) Flower-ness
Lótessë,*(lit.) flower-ness
Lótessë,*(LIT.) FLOWER-NESS
Lótessë,*(lit.) flower-ness
lotsë,small (single) flower
lotsë,SMALL (SINGLE) FLOWER
lotsë,Small (single) flower
lottë,small flower
lottë,SMALL FLOWER
lottë,Small flower
luhta-,to bow
luhta-,TO BOW
luhta-,To bow
luimë,flood
luimë,FLOOD
luimë,Flood
luimë,floodwater
luimë,FLOODWATER
luimë,Floodwater
luimë,flooded land; flood tide
luimë,FLOODED LAND; FLOOD TIDE
luimë,Flooded land; flood tide
luimë,high tide
luimë,HIGH TIDE
luimë,High tide
luinë,blue
luinë,BLUE
luinë,Blue
luinincë,bluish
luinincë,BLUISH
luinincë,Bluish
luita-,to flood
luita-,TO FLOOD
luita-,To flood
luita-,inundate
luita-,INUNDATE
luita-,Inundate
luita-,drench
luita-,DRENCH
luita-,Drench
lumba,gloomy
lumba,GLOOMY
lumba,Gloomy
lumbo,cloud; gloom
lumbo,CLOUD; GLOOM
lumbo,Cloud; gloom
lumbo,dark
lumbo,DARK
lumbo,Dark
lumbo,shade
lumbo,SHADE
lumbo,Shade
lumbulë,dark shadow
lumbulë,DARK SHADOW
lumbulë,Dark shadow
lumbulë,heavy shadow; deep in shadow
lumbulë,HEAVY SHADOW; DEEP IN SHADOW
lumbulë,Heavy shadow; deep in shadow
lúmë¹,time
lúmë¹,TIME
lúmë¹,Time
lúmë¹,period of time
lúmë¹,PERIOD OF TIME
lúmë¹,Period of time
lúmë¹,hour
lúmë¹,HOUR
lúmë¹,Hour
lúmë²,darkness
lúmë²,DARKNESS
lúmë²,Darkness
lúmequentalëa,historical
lúmequentalëa,HISTORICAL
lúmequentalëa,Historical
lumincë,a little while
lumincë,A LITTLE WHILE
lumincë,A little while
lúna,*dark
lúna,*DARK
lunca,heavy transport wain
lunca,HEAVY TRANSPORT WAIN
lunca,Heavy transport wain
luqua,heavy transport wain
luqua,HEAVY TRANSPORT WAIN
luqua,Heavy transport wain
lungo,heavy
lungo,HEAVY
lungo,Heavy
lungumaitë,heavy-handed
lungumaitë,HEAVY-HANDED
lungumaitë,Heavy-handed
luntë,boat
luntë,BOAT
luntë,Boat
luppo,clumsy piece
luppo,CLUMSY PIECE
luppo,Clumsy piece
luppo,lump
luppo,LUMP
luppo,Lump
lut-,to float
lut-,TO FLOAT
lut-,To float
lúva,bow (in forming tengwar)
lúva,BOW (IN FORMING TENGWAR)
lúva,Bow (in forming tengwar)
lúva,bight
lúva,BIGHT
lúva,Bight
lúva,bend
lúva,BEND
lúva,Bend
lúva,curve
lúva,CURVE
lúva,Curve
má,hand
má,HAND
má,Hand
ma²,interrogative particle
ma²,INTERROGATIVE PARTICLE
ma²,Interrogative particle
mac-,to hew with a sword
mac-,TO HEW WITH A SWORD
mac-,To hew with a sword
macar,swordsman; †forger
macar,SWORDSMAN; †FORGER
macar,Swordsman; †forger
macil,sword
macil,SWORD
macil,Sword
macil,forged sword blade
macil,FORGED SWORD BLADE
macil,Forged sword blade
macil,cutting sword
macil,CUTTING SWORD
macil,Cutting sword
mahalma,throne
mahalma,THRONE
mahalma,Throne
mahta-,to handle
mahta-,TO HANDLE
mahta-,To handle
mahta-,wield
mahta-,WIELD
mahta-,Wield
mahta-,use
mahta-,USE
mahta-,Use
mahta-,make use of; to manage
mahta-,MAKE USE OF; TO MANAGE
mahta-,Make use of; to manage
mahta-,deal with
mahta-,DEAL WITH
mahta-,Deal with
mahta-,treat
mahta-,TREAT
mahta-,Treat
mahta-,control
mahta-,CONTROL
mahta-,Control
mahtië,management
mahtië,MANAGEMENT
mahtië,Management
mahtë,management
mahtë,MANAGEMENT
mahtë,Management
mai,well
mai,WELL
mai,Well
mai-²,to have
mai-²,TO HAVE
mai-²,To have
mai-²,possess
mai-²,POSSESS
mai-²,Possess
Maia,(angelic) spirit
Maia,(ANGELIC) SPIRIT
Maia,the Beautiful
Maia,the beautiful
Maia,THE BEAUTIFUL
Maia,The beautiful
Maiya,(angelic) spirit
Maiya,(ANGELIC) SPIRIT
Máya,angelic spirit
Máya,ANGELIC SPIRIT
Máya,Angelic spirit
maica¹,sharp
maica¹,SHARP
maica¹,Sharp
maica¹,piercing
maica¹,PIERCING
maica¹,Piercing
maica²,blade of a cutting tool
maica²,BLADE OF A CUTTING TOOL
maica²,Blade of a cutting tool
maica²,weapon (especially sword-blade)
maica²,WEAPON (ESPECIALLY SWORD-BLADE)
maica²,Weapon (especially sword-blade)
maina,thing of excellence
maina,THING OF EXCELLENCE
maina,Thing of excellence
maina,treasure
maina,TREASURE
maina,Treasure
maira,admirable
maira,ADMIRABLE
maira,Admirable
maira,excellent
maira,EXCELLENT
maira,Excellent
maira,precious
maira,PRECIOUS
maira,Precious
maira,splendid
maira,SPLENDID
maira,Splendid
maira,sublime
maira,SUBLIME
maira,Sublime
mairë,art
mairë,ART
mairë,Art
mairë,work of high and beautiful art
mairë,WORK OF HIGH AND BEAUTIFUL ART
mairë,Work of high and beautiful art
mairë,process of producing an art work
mairë,PROCESS OF PRODUCING AN ART WORK
mairë,Process of producing an art work
mairëa,beautiful (of things made by art)
mairëa,BEAUTIFUL (OF THINGS MADE BY ART)
mairëa,Beautiful (of things made by art)
mairëa,*artistic
mairëa,*ARTISTIC
mairia,beautiful (of things made by art)
mairia,BEAUTIFUL (OF THINGS MADE BY ART)
mairia,Beautiful (of things made by art)
maita,hungry
maita,HUNGRY
maita,Hungry
maita-,to make with art
maita-,TO MAKE WITH ART
maita-,To make with art
maita-,design
maita-,DESIGN
maita-,Design
maita-,compose
maita-,COMPOSE
maita-,Compose
maitalë,act of doing [artistic] work
maitalë,ACT OF DOING [ARTISTIC] WORK
maitalë,Act of doing [artistic] work
maitar,artist; poet
maitar,ARTIST; POET
maitar,Artist; poet
maitë,handy
maitë,HANDY
maitë,Handy
maitë,skillful; having a hand
maitë,SKILLFUL; HAVING A HAND
maitë,Skillful; having a hand
maitë,handed; shapely
maitë,HANDED; SHAPELY
maitë,Handed; shapely
alatúlië,welcome
alatúlië,WELCOME
alatúlië,Welcome
amatúlië,blessed arrival
amatúlië,BLESSED ARRIVAL
amatúlië,Blessed arrival
alatulya,welcome
alatulya,WELCOME
alatulya,Welcome
amatulya,welcome (of something blessed)
amatulya,WELCOME (OF SOMETHING BLESSED)
amatulya,Welcome (of something blessed)
maiwë,gull
maiwë,GULL
maiwë,Gull
málë,good health
málë,GOOD HEALTH
málë,Good health
málimë,wrist
málimë,WRIST
málimë,Wrist
málimë,(lit.) hand-link
málimë,(LIT.) HAND-LINK
malina,yellow
malina,YELLOW
malina,Yellow
malina,of golden colour
malina,OF GOLDEN COLOUR
malina,Of golden colour
malda¹,yellow
malda¹,YELLOW
malda¹,Yellow
malda¹,of golden colour
malda¹,OF GOLDEN COLOUR
malda¹,Of golden colour
malinornë,mallorn
malinornë,MALLORN
malinornë,Mallorn
malinornë,(lit.) golden/yellow tree
malinornë,(LIT.) GOLDEN/YELLOW TREE
maldorne,golden/yellow tree
maldorne,GOLDEN/YELLOW TREE
maldorne,Golden/yellow tree
málo,friend
málo,FRIEND
málo,Friend
málo,comrade
málo,COMRADE
málo,Comrade
malta,gold (metal)
malta,GOLD (METAL)
malta,Gold (metal)
malta,gold as material
malta,GOLD AS MATERIAL
malta,Gold as material
máma,sheep
máma,SHEEP
máma,Sheep
mamil,*mummy
mamil,*MUMMY
mammata-,to gobble up; to go on eating
mammata-,TO GOBBLE UP; TO GO ON EATING
mammata-,To gobble up; to go on eating
mammata-,gorge oneself
mammata-,GORGE ONESELF
mammata-,Gorge oneself
mána,blessing
mána,BLESSING
mána,Blessing
mána,good thing
mána,GOOD THING
mána,Good thing
manaitë,*blessed
manaitë,*BLESSED
manaitë,having grace
manaitë,HAVING GRACE
manaitë,Having grace
manaquenta,*blessed
manaquenta,*BLESSED
mando,custody
mando,CUSTODY
mando,Custody
mando,safe keeping; prison
mando,SAFE KEEPING; PRISON
mando,Safe keeping; prison
mando,duress
mando,DURESS
mando,Duress
manen,how
manen,HOW
manen,How
manta-,to bless
manta-,TO BLESS
manta-,To bless
manya-,to bless
manya-,TO BLESS
manya-,To bless
maqua,hand-full
maqua,HAND-FULL
maqua,Hand-full
maqua,group of five (similar) things; hand (colloquial); closing
maqua,GROUP OF FIVE (SIMILAR) THINGS; HAND (COLLOQUIAL); CLOSING
maqua,Group of five (similar) things; hand (colloquial); closing
maqua,closed [hand] (facing down) for taking
maqua,CLOSED [HAND] (FACING DOWN) FOR TAKING
maqua,Closed [hand] (facing down) for taking
maquanotië,decimal system
maquanotië,DECIMAL SYSTEM
maquanotië,Decimal system
caistanótië,decimal system
caistanótië,DECIMAL SYSTEM
caistanótië,Decimal system
maquet-,*to question
maquet-,*TO QUESTION
maquet-,ask
maquet-,ASK
maquet-,Ask
mar-,to abide
mar-,TO ABIDE
mar-,To abide
mar-,be settled
mar-,BE SETTLED
mar-,Be settled
mar-,fixed
mar-,FIXED
mar-,Fixed
mar-,dwell
mar-,DWELL
mar-,Dwell
már,home
már,HOME
már,Home
már,dwelling
már,DWELLING
már,Dwelling
már,habitation
már,HABITATION
már,Habitation
mára,good
mára,GOOD
mára,Good
mára,proper
mára,PROPER
mára,Proper
mar(da),dwelling
mar(da),DWELLING
mar(da),Dwelling
mar(da),(great) house
mar(da),(GREAT) HOUSE
mar(da),residence
mar(da),RESIDENCE
mar(da),Residence
mar(da),mansion
mar(da),MANSION
mar(da),Mansion
mar(da),a thing
mar(da),A THING
mar(da),A thing
mar(da),place dwelt in
mar(da),PLACE DWELT IN
mar(da),Place dwelt in
mar(da),home
mar(da),HOME
mar(da),Home
máralë,goodness
máralë,GOODNESS
máralë,Goodness
máriën,goodness
máriën,GOODNESS
máriën,Goodness
marta-,to define
marta-,TO DEFINE
marta-,To define
marta-,decree
marta-,DECREE
marta-,Decree
marta-,destine
marta-,DESTINE
marta-,Destine
umbarta-,to define
umbarta-,TO DEFINE
umbarta-,To define
umbarta-,decree
umbarta-,DECREE
umbarta-,Decree
umbarta-,destine
umbarta-,DESTINE
umbarta-,Destine
martan,dwelling-house
martan,DWELLING-HOUSE
martan,Dwelling-house
martaman,dwelling-house
martaman,DWELLING-HOUSE
martaman,Dwelling-house
marto,tower
marto,TOWER
marto,Tower
massa,bread
massa,BREAD
massa,Bread
massë¹,bread
massë¹,BREAD
massë¹,Bread
massánië,Lady
massánië,lady
massánië,LADY
massánië,breadgiver
massánië,BREADGIVER
massánië,Breadgiver
massë²,handful
massë²,HANDFUL
massë²,Handful
massë²,portion
massë²,PORTION
massë²,Portion
massë²,share
massë²,SHARE
massë²,Share
massë²,capacity; the personal measure
massë²,CAPACITY; THE PERSONAL MEASURE
massë²,Capacity; the personal measure
massë²,capacity of a man
massë²,CAPACITY OF A MAN
massë²,Capacity of a man
massë²,a talent
massë²,A TALENT
massë²,A talent
maxë,handiness
maxë,HANDINESS
maxë,Handiness
masta,bread
masta,BREAD
masta,Bread
masta,cake
masta,CAKE
masta,Cake
masta,loaf
masta,LOAF
masta,Loaf
mat-,to eat
mat-,TO EAT
mat-,To eat
mátengwië,language of the hands
mátengwië,LANGUAGE OF THE HANDS
mátengwië,Language of the hands
mátima,edible
mátima,EDIBLE
mátima,Edible
mastima,edible
mastima,EDIBLE
mastima,Edible
matta,food
matta,FOOD
matta,Food
maxo,mire
maxo,MIRE
maxo,Mire
mecin,please
mecin,PLEASE
mecin,Please
mehtar,warrior
mehtar,WARRIOR
mehtar,Warrior
mel-,to love
mel-,TO LOVE
mel-,To love
méla,loving
méla,LOVING
méla,Loving
méla,affectionate
méla,AFFECTIONATE
méla,Affectionate
mélamar,(emotional) home
mélamar,(EMOTIONAL) HOME
melda,dear
melda,DEAR
melda,Dear
melda,beloved
melda,BELOVED
melda,Beloved
meldë,*friend (f.)
meldë,*FRIEND (F.)
meldo,friend
meldo,FRIEND
meldo,Friend
meldo,lover
meldo,LOVER
meldo,Lover
melehta,mighty
melehta,MIGHTY
melehta,Mighty
meletya,mighty
meletya,MIGHTY
meletya,Mighty
melehtë,might
melehtë,MIGHT
melehtë,Might
melehtë,power (inherent)
melehtë,POWER (INHERENT)
melehtë,Power (inherent)
meletheldë,love-sister
meletheldë,LOVE-SISTER
meletheldë,Love-sister
mélië,*love
mélië,*LOVE
mélië,loving
mélië,LOVING
mélië,Loving
melima,loving
melima,LOVING
melima,Loving
melima,very affectionate
melima,VERY AFFECTIONATE
melima,Very affectionate
melmë,love (a particular case [between two people])
melmë,LOVE (A PARTICULAR CASE [BETWEEN TWO PEOPLE])
melmë,Love (a particular case [between two people])
melotorno,love-brother
melotorno,LOVE-BROTHER
melotorno,Love-brother
melu,honey
melu,HONEY
melu,Honey
melumatya,honey-eating
melumatya,HONEY-EATING
melumatya,Honey-eating
men,way
men,WAY
men,Way
men-,to go
men-,TO GO
men-,To go
men-,proceed
men-,PROCEED
men-,Proceed
men-,move (generally); to come
men-,MOVE (GENERALLY); TO COME
men-,Move (generally); to come
men-,arrive
men-,ARRIVE
men-,Arrive
mendë,*will
mendë,*WILL
mendë,intent
mendë,INTENT
mendë,Intent
menel,the heavens
menel,THE HEAVENS
menel,The heavens
menel,firmament
menel,FIRMAMENT
menel,Firmament
menel,sky
menel,SKY
menel,Sky
meneldil,astronomer
meneldil,ASTRONOMER
meneldil,Astronomer
meneldil,*(lit.) lover of the heavens
meneldil,*(LIT.) LOVER OF THE HEAVENS
menelluin,cornflower (colour)
menelluin,CORNFLOWER (COLOUR)
menelluin,Cornflower (colour)
menelluin,*(lit.) sky-blue
menelluin,*(LIT.) SKY-BLUE
Menelya,*Wednesday
Menelya,*wednesday
Menelya,*WEDNESDAY
Menelya,*wednesday
Menelya,Heavens-day
Menelya,heavens-day
Menelya,HEAVENS-DAY
menta,sending
menta,SENDING
menta,Sending
menta,message
menta,MESSAGE
menta,Message
menta-¹,to send
menta-¹,TO SEND
menta-¹,To send
menta-¹,cause to go (in a desired direction)
menta-¹,CAUSE TO GO (IN A DESIRED DIRECTION)
menta-¹,Cause to go (in a desired direction)
menta-²,have as object[ive]
menta-²,HAVE AS OBJECT[IVE]
menta-²,Have as object[ive]
menta-²,(in)tend
menta-²,(IN)TEND
menta-²,proceed
menta-²,PROCEED
menta-²,Proceed
menta-²,make for
menta-²,MAKE FOR
menta-²,Make for
menta-²,go towards
menta-²,GO TOWARDS
menta-²,Go towards
mentië,passage
mentië,PASSAGE
mentië,Passage
mentië,journey
mentië,JOURNEY
mentië,Journey
mentië,direction of travel
mentië,DIRECTION OF TRAVEL
mentië,Direction of travel
mer-,to hope
mer-,TO HOPE
mer-,To hope
mestanyatsë,suffixion
mestanyatsë,SUFFIXION
mestanyatsë,Suffixion
métima,last
métima,LAST
métima,Last
métima,ultimate
métima,ULTIMATE
métima,Ultimate
métima,final
métima,FINAL
métima,Final
metta,ending
metta,ENDING
metta,Ending
metta,end
metta,END
metta,End
Mettelairë,August
Mettelairë,august
Mettelairë,AUGUST
Mettelairë,*(lit.) End-summer
Mettelairë,*(lit.) end-summer
